Bairro,latitude,longitude,cb6,t1b6,t2b6,p1b6,p2b6,v1b6,v2b6,ur1b6,ur2b6,cb1,t1b1,t2b1,p1b1,p2b1,v1b1,v2b1,ur1b1,ur2b1,cb2,t1b2,t2b2,p1b2,p2b2,v1b2,v2b2,ur1b2,ur2b2,cb3,t1b3,t2b3,p1b3,p2b3,v1b3,v2b3,ur1b3,ur2b3,cb4,t1b4,t2b4,p1b4,p2b4,v1b4,v2b4,ur1b4,ur2b4,cb5,t1b5,t2b5,p1b5,p2b5,v1b5,v2b5,ur1b5,ur2b5,predicao
BARRO,-8.09533,-34.95008,41,27.5627600393095,27.04722891808934,15.576334498504371,27.914851494756373,1.891941948689384,0.0884752381840854,69.31802062739945,72.06401056101286,120,26.31854259447809,28.85645231804351,33.239949836412954,19.198880882634768,0.144782325359162,2.0967077568718047,71.21090719763181,72.01589060539014,76,28.42153520882298,27.18231900955796,26.07172715255796,92.40323497507488,1.760603575618029,0.1835796844693242,81.80714229023111,73.58348357716076,33,24.991159822490083,22.86200136963777,174.7650905921867,71.49235432170433,0.4977370458450181,3.4709619183091944,79.1088921415712,79.44921955068577,6,24.793751838500345,24.97470889492733,58.44512734267407,36.30586957721074,4.005455929775583,1.4487027965012962,81.71426579802534,76.94048194390308,5,25.210097166849412,27.54589779571213,4.299998793979855,4.299998793979855,2.3138566265115506,1.5410758777082436,77.15103945078397,77.05023793128335,3
BEBERIBE,-8.00485,-34.89718,49,27.063367764555043,26.627182801144144,8.693589125347973,5.090876585720462,2.8114542476866893,1.9404546088362196,68.17605846325375,67.16739843756969,58,27.437186039951072,28.38760032732373,22.56692768197827,4.220670116046813,1.2027219488280545,2.6016065604385563,75.60661263412372,65.7334826009315,114,25.27729822522564,27.7633022725804,79.26853164167898,223.06824592612557,2.0518166795452157,0.0559519463308058,77.70240501452986,80.02084700524317,66,24.40533084951409,23.900242978972344,220.7235439836881,94.29991446746932,1.2166816990402265,4.427443923308127,75.83659805986498,72.06829982925713,34,25.105148288047623,25.332555432718237,32.516054171257224,2.3826283048829424,0.22566733006063,4.436320950610843,83.30724889985412,79.49021335372129,12,26.863611618107758,27.127126282654444,24.05191300746544,24.05191300746544,3.326563567921335,0.0056145653347503,79.5094499861011,81.05066172065949,13
BOA VIAGEM,-8.12351,-34.90339,130,28.19625488993292,27.64798716735949,8.524565376293317,22.7731205943297,2.3701623532264597,4.24994561459645,75.22800216231708,69.73600606773293,328,27.74050387383697,27.88012451930531,7.668858445189326,6.029736637076481,2.245573649832961,0.7643152383415677,67.28349532587436,74.75812156326826,270,27.71296889567956,25.815573286782552,72.62452329141702,138.38809080996896,2.60395360335082,0.3267469302345764,77.85978645523402,76.27849587344448,63,27.30919420700729,25.411108199964303,120.97023789550325,18.97668608399672,0.9012228357943144,0.0011020838739799,76.94604911293338,81.93179194070768,33,25.11044327129799,24.375084207322374,36.62860655543313,18.791314239742704,1.304027401586307,1.8418502504277048,79.13103787312511,82.52546683018929,19,23.918786990717184,28.203944023371516,8.001614582638544,8.001614582638544,2.869368513459647,0.8148157456526771,75.97531476055289,71.16608032067747,18
BOA VISTA,-8.06176,-34.88729,40,26.059362676944552,25.728943845159268,5.584737222152025,14.90626719787176,3.573926109311153,0.530941198556752,65.92005081655255,74.73385161942927,115,25.427106985970266,27.9019437432721,7.512719455024573,16.931857140519913,0.7767898553342725,2.354101221983988,76.64686140652375,75.65329125208433,69,27.864343791055106,26.39869144146948,66.00124916835091,96.2523210838386,1.0343965625517426,0.8008438346348374,74.79610977319018,81.32372778919927,43,25.652847551267016,24.659883803650867,92.88761089408322,71.71966070320795,1.0589181342150114,3.996288758874,81.96587695689081,77.0072025257434,10,23.30572891244474,23.145993761233164,30.95013438101096,21.34274670210492,2.0790494103032,2.331282239198877,83.706677785776,79.73062180664893,7,25.572607420876555,27.736626055071703,9.572398368815318,9.572398368815318,4.656970167694228,3.895797158128517,72.75231927002652,72.73446112089887,12
BOMBA DO HEMETERIO,-8.02151,-34.90165,108,28.195515966987525,27.5395317162723,9.64440310176342,15.47669604780103,4.371287492460426,5.517551004588956,57.78305262673383,65.10979166358358,210,28.594713144003947,27.252255152961855,43.3634064546701,5.375455114559996,0.4509086862523416,1.8078959302886968,73.13220163434679,71.53091715074146,111,27.2972876123567,27.57005545100165,97.31426705900562,73.89838890970796,3.8473353683770313,0.2659325865267274,72.62577723268058,80.52313431344814,31,26.555422775510625,24.710569607358536,93.41128186092728,80.16818125871555,2.347165125016863,0.0312510350638435,80.77504222359897,86.8032036405317,41,24.45768244068465,26.617234645778986,44.55568191715657,10.139914630301778,0.2440700399421229,0.7098194121552375,85.32180839285164,81.61298193155987,7,26.66474630337475,26.95926011561197,7.025097549962228,7.025097549962228,1.2271846873297236,1.643854898319291,73.93130826797288,84.38635654151163,11
BONGI,-8.06597,-34.92159,45,26.64961512891168,26.660796952714808,10.061600765810152,28.46258560887337,2.236776686747329,1.4715801586011106,74.79556940460472,63.480527887636114,107,28.79986359756196,25.675051234991244,49.57801200620708,31.77599399526794,0.39051762321522,2.4035580328047903,67.73830360644112,78.66142849587747,72,27.37938207848524,26.168836883703246,89.53704594704968,80.32834397985883,1.2401695863184523,0.9886310953893376,68.34526575284208,74.07578054829955,33,24.90568437841421,22.868142884887718,315.5176144968579,57.54642036448456,0.5798870371613645,0.4384617825453039,79.62360242544752,81.86005925277972,14,22.73357975622911,23.87730027268212,42.98883447927777,30.950654482707424,1.8922214664144508,2.6247713518660216,87.6665445512034,82.93438453145343,10,24.9212460087476,26.2384571538518,4.97755527139911,4.97755527139911,2.481051679727098,1.6752210319953382,75.08471703841317,80.18430586121855,2
BRASILIA TEIMOSA,-8.08278,-34.87895,111,26.95761853816333,28.002430655319955,7.509384501941415,11.181679714549848,1.514721010518508,1.9737354339836064,62.43442812407456,65.36332140895608,37,27.817072477909612,27.667094924004388,57.682854864140296,0.6556886741311878,0.5086599158287513,2.9486028845539813,70.74902626726457,76.83110149676,38,29.060898114339533,26.600942810507807,120.74234623687458,49.98539839334056,2.2424163009007865,0.7879580299868639,69.21264141941518,71.00908302192869,28,26.76828810555732,24.27315163818129,195.0471001581508,16.896660116292203,4.112311262074291,2.128167690610526,78.6924926961083,72.74518349683997,27,24.24410218297443,25.204020062328816,65.07910331429515,33.110727403325924,4.656273053521842,0.7752722167422846,83.5333809695523,78.7134353778098,33,24.492583777736627,27.71409956000004,29.49901898616256,29.49901898616256,4.710782836756291,5.120714067797643,79.2713981767853,72.43815494156206,7
BREJO DA GUABIRABA,-7.99191,-34.93198,14,26.96462190575268,27.714569446216416,3.923892510392741,15.447648092789574,0.4505097822435504,2.8838459810321515,62.66997994147775,69.38369907460334,71,25.91479897383709,27.027007824586917,23.32111633994053,42.29818911990668,2.797051919380996,3.9810905267503474,75.89697153939125,74.6394870767415,96,28.34578766050056,27.44848301472427,13.123159101927383,145.8543091790075,2.9026804100594314,2.6137451159198326,71.26576134774749,75.38839912369205,30,25.15420521726677,23.87030778296621,148.3618617491788,92.45787071680198,0.30681386793615,1.072463156447622,75.23611268019691,80.3013569277548,14,24.22091406155875,24.840310317748408,11.588628351364324,21.623281036741236,1.63061459051453,0.5962563891311645,85.33757891066134,75.9624864876666,5,24.91263260069389,26.099150669012,26.419473646271317,26.419473646271317,2.561461044850265,1.8753858192887944,76.31339624628595,76.05792343485128,1
BREJO DE BEBERIBE,-7.99837,-34.92431,8,28.166850370467223,27.426866817118302,7.0612961280976645,55.16066537037668,1.852639668021269,3.0930568598856523,63.53729871939692,66.39455311418985,14,25.65113451576911,27.67215033292842,13.99995365383463,2.8401925339700487,4.015014223725966,1.9217397568396528,69.19118669613961,78.71345983285016,67,27.66046125110759,26.205988920009847,52.148874005329326,145.4416973281179,0.5297895953909826,2.129983086013727,76.38579007372932,76.14470311386717,17,25.13601491005481,24.27218063410246,146.12217283658745,19.24221792130081,3.353588297170954,1.9353433339326167,79.5790887011764,79.1020262118487,9,26.34276148742791,24.18236966054422,18.552928782643797,18.254430038809577,0.919583889441354,1.0607383045851813,88.38893984594384,79.1105589575,1,24.38519918866794,27.067084242030027,21.171984559462988,21.171984559462988,2.647649540022156,0.3524333483721271,82.23203802543662,76.60974618781793,3
CABANGA,-8.07981,-34.89756,21,29.00110105283407,27.328844118896765,8.238279376745538,38.37988030029428,0.7131596035149281,0.1334785231534478,68.7602577248701,61.86633850259542,17,28.631551575215084,28.97077385814425,36.45817245403039,13.055694065680964,1.868982153293094,2.125216472504337,75.27037920663378,71.33002492141041,17,26.38904177452676,25.35267624362799,5.935771873807333,49.29055315011547,2.0907281204011894,2.0287917191585283,77.15473007202637,78.19684476011581,8,27.02216875450246,23.9272911645362,192.82163146951123,25.89869455819161,0.0286728540379317,0.0117075229331624,77.3645142481193,74.73467153860517,27,22.3255389327992,25.17308613648269,13.083555812625654,27.316912545074345,2.6110523494352518,4.152455513088214,83.80444507614418,79.99903683351879,4,24.719511252875677,27.438299130355716,18.86039034691156,18.86039034691156,0.6393525570866943,0.6986743966064224,76.61656520060576,78.80034811966412,0
