bairro,latitude,longitude,ano,mes,umidade
PONTO DE PARADA,9111936.0,291363.0,2013,abr,80.57464549057377
PORTO DA MADEIRA,9114446.0,291875.0,2013,abr,81.14112233410894
PRADO,9108586.0,289083.0,2013,abr,76.98584099881661
RECIFE,9108963.5,293824.9,2013,abr,84.3265840837708
ROSARINHO,9111653.0,290839.0,2013,abr,90.2979013762948
SAN MARTIN,9107439.0,287447.0,2013,abr,81.44523218805888
SANCHO,9105834.0,283826.0,2013,abr,82.22878039421111
SANTANA,9110875.0,288843.0,2013,abr,75.53776158845679
SANTO AMARO,9109594.0,292657.0,2013,abr,72.25354255021088
SANTO ANTONIO,9108074.0,293047.0,2013,abr,77.55425064857432
SAO JOSE,9107439.0,292735.0,2013,abr,79.8162118987481
SITIO DOS PINTOS,9113960.0,284132.0,2013,abr,75.35766131182416
SOLEDADE,9109031.0,291653.0,2013,abr,82.77710200344917
TAMARINEIRA,9111623.0,290489.0,2013,abr,70.7627820201985
TEJIPIO,9105574.0,284554.0,2013,abr,78.50418120986296
TORRE,9110512.0,289784.0,2013,abr,73.45460908372206
TORREAO,9110768.0,292379.0,2013,abr,79.17350367716227
TORROES,9108525.0,286617.0,2013,abr,72.35691780751047
TOTO,9106121.0,283026.0,2013,abr,72.56604585926657
VARZEA,9110202.0,282982.0,2013,abr,77.61189661015253
VASCO DA GAMA,9113906.0,288489.0,2013,abr,81.48007540828058
ZUMBI,9109277.0,288621.0,2013,abr,83.89248341841366
AFLITOS,9110884.0,290992.0,2013,mai,80.79083441260667
AFOGADOS,9106661.8,289910.65,2013,mai,82.30004295990065
AGUA FRIA,9113343.0,290787.7,2013,mai,87.33376267482527
ALTO DO MANDU,9112712.9,287498.0,2013,mai,78.64416796677924
ALTO JOSE BONIFACIO,9113775.0,289181.0,2013,mai,82.02185596600596
ALTO JOSE DO PINHO,9112846.0,289698.0,2013,mai,84.1179516350376
ALTO SANTA TEREZINHA,9113502.0,289671.0,2013,mai,84.85295599265156
APIPUCOS,9113095.0,286390.0,2013,mai,84.24142938049651
AREIAS,9104782.0,287566.7,2013,mai,82.23696513661383
ARRUDA,9112449.1,291553.7,2013,mai,81.98696942451794
BARRO,9104647.9,285112.8,2013,mai,83.56717057962626
